Juridiction,Policy_Text,Initiative_Résumé,Année
NEW ZEALAND,"Many New Zealand government agencies are signatories to the Algorithm Charter, which sets out a series of ethical commitments around the development and use of algorithms. The charter provides a risk matrix to assess the likelihood and impact of algorithmic applications. The
New Zealand government generally prioritizes trustworthy and human-centric AI development.
Although there is no comprehensive AI regulation in New Zealand, the current Privacy Act 2020 applies to the use of AI systems in the country.
The Office of the Privacy Commissioner issued guidance on compliance with privacy law when using generative AI tools, as well as a summary. Further, the Office of the Privacy Commissioner published the Privacy Commissioner's expectations around generative AI in June 2023.
In July 2024, New Zealand's Ministry of Business, Innovation and Employment released a cabinet  paper that outlines its approach to AI regulation. In it, the ministry noted, ""we need to state our support for increased uptake of AI in New Zealand and be clear that we will take a light-touch, proportionate and risk-based approach to AI regulation.""
The Law, Society and Ethics Working Group published a set of guiding Trustworthy AI in  Aotearoa principles designed to provide direction for AI stakeholders.","Further, the Office of the Privacy Commissioner published the Privacy Commissioner's expectations around generative AI in June 2023.",2023.0
NEW ZEALAND,"Many New Zealand government agencies are signatories to the Algorithm Charter, which sets out a series of ethical commitments around the development and use of algorithms. The charter provides a risk matrix to assess the likelihood and impact of algorithmic applications. The
New Zealand government generally prioritizes trustworthy and human-centric AI development.
Although there is no comprehensive AI regulation in New Zealand, the current Privacy Act 2020 applies to the use of AI systems in the country.
The Office of the Privacy Commissioner issued guidance on compliance with privacy law when using generative AI tools, as well as a summary. Further, the Office of the Privacy Commissioner published the Privacy Commissioner's expectations around generative AI in June 2023.
In July 2024, New Zealand's Ministry of Business, Innovation and Employment released a cabinet  paper that outlines its approach to AI regulation. In it, the ministry noted, ""we need to state our support for increased uptake of AI in New Zealand and be clear that we will take a light-touch, proportionate and risk-based approach to AI regulation.""
The Law, Society and Ethics Working Group published a set of guiding Trustworthy AI in  Aotearoa principles designed to provide direction for AI stakeholders.","In July 2024, New Zealand's Ministry of Business, Innovation and Employment released a cabinet  paper that outlines its approach to AI regulation.",2024.0
NEW ZEALAND,"Many New Zealand government agencies are signatories to the Algorithm Charter, which sets out a series of ethical commitments around the development and use of algorithms. The charter provides a risk matrix to assess the likelihood and impact of algorithmic applications. The
New Zealand government generally prioritizes trustworthy and human-centric AI development.
Although there is no comprehensive AI regulation in New Zealand, the current Privacy Act 2020 applies to the use of AI systems in the country.
The Office of the Privacy Commissioner issued guidance on compliance with privacy law when using generative AI tools, as well as a summary. Further, the Office of the Privacy Commissioner published the Privacy Commissioner's expectations around generative AI in June 2023.
In July 2024, New Zealand's Ministry of Business, Innovation and Employment released a cabinet  paper that outlines its approach to AI regulation. In it, the ministry noted, ""we need to state our support for increased uptake of AI in New Zealand and be clear that we will take a light-touch, proportionate and risk-based approach to AI regulation.""
The Law, Society and Ethics Working Group published a set of guiding Trustworthy AI in  Aotearoa principles designed to provide direction for AI stakeholders.","In it, the ministry noted, ""we need to state our support for increased uptake of AI in New Zealand and be clear that we will take a light-touch, proportionate and risk-based approach to AI regulation.""
The Law, Society and Ethics Working Group published a set of guiding Trustworthy AI in  Aotearoa principles designed to provide direction for AI stakeholders.",
NIGERIA,"In April 2024, Nigeria hosted a workshop to devise a national AI strategy, where Minister of Communications, Innovation and Digital Economy Bosun Tijani stated to the country's goal is to become a key player in global regulation and development of AI.
In August 2024, the country released its draft national AI strategy, which recognizes the benefits and risks of widespread adoption of AI. Nigeria plans to address the ethical issues of using AI while embracing it as a driver of socioeconomic growth.","In April 2024, Nigeria hosted a workshop to devise a national AI strategy, where Minister of Communications, Innovation and Digital Economy Bosun Tijani stated to the country's goal is to become a key player in global regulation and development of AI.",2024.0
NIGERIA,"In April 2024, Nigeria hosted a workshop to devise a national AI strategy, where Minister of Communications, Innovation and Digital Economy Bosun Tijani stated to the country's goal is to become a key player in global regulation and development of AI.
In August 2024, the country released its draft national AI strategy, which recognizes the benefits and risks of widespread adoption of AI. Nigeria plans to address the ethical issues of using AI while embracing it as a driver of socioeconomic growth.","In August 2024, the country released its draft national AI strategy, which recognizes the benefits and risks of widespread adoption of AI.",2024.0
NIGERIA,"In April 2024, Nigeria hosted a workshop to devise a national AI strategy, where Minister of Communications, Innovation and Digital Economy Bosun Tijani stated to the country's goal is to become a key player in global regulation and development of AI.
In August 2024, the country released its draft national AI strategy, which recognizes the benefits and risks of widespread adoption of AI. Nigeria plans to address the ethical issues of using AI while embracing it as a driver of socioeconomic growth.",Nigeria plans to address the ethical issues of using AI while embracing it as a driver of socioeconomic growth.,
PERU,"Peru has drafted legislation around the use of AI, including law 3814, which would promote the use of AI ""in favor of the economic and social development of the country."" The law includes the following principles:
•  Risk-based security standards.
•  Multi-stakeholder approach.
•  Internet governance.
•  Digital society.
•  AI privacy.
Peru also developed a National AI Strategy that aids in the promotion, development and adoption of AI in the country. The first draft includes a roadmap, goals, definitions and external context examples to further develop the strategy.",Risk-based security standards.,
PERU,"Peru has drafted legislation around the use of AI, including law 3814, which would promote the use of AI ""in favor of the economic and social development of the country."" The law includes the following principles:
•  Risk-based security standards.
•  Multi-stakeholder approach.
•  Internet governance.
•  Digital society.
•  AI privacy.
Peru also developed a National AI Strategy that aids in the promotion, development and adoption of AI in the country. The first draft includes a roadmap, goals, definitions and external context examples to further develop the strategy.",Multi-stakeholder approach.,
PERU,"Peru has drafted legislation around the use of AI, including law 3814, which would promote the use of AI ""in favor of the economic and social development of the country."" The law includes the following principles:
•  Risk-based security standards.
•  Multi-stakeholder approach.
•  Internet governance.
•  Digital society.
•  AI privacy.
Peru also developed a National AI Strategy that aids in the promotion, development and adoption of AI in the country. The first draft includes a roadmap, goals, definitions and external context examples to further develop the strategy.",Internet governance.,
PERU,"Peru has drafted legislation around the use of AI, including law 3814, which would promote the use of AI ""in favor of the economic and social development of the country."" The law includes the following principles:
•  Risk-based security standards.
•  Multi-stakeholder approach.
•  Internet governance.
•  Digital society.
•  AI privacy.
Peru also developed a National AI Strategy that aids in the promotion, development and adoption of AI in the country. The first draft includes a roadmap, goals, definitions and external context examples to further develop the strategy.","Peru has drafted legislation around the use of AI, including law 3814, which would promote the use of AI ""in favor of the economic and social development of the country."" The law includes the following principles:
Peru also developed a National AI Strategy that aids in the promotion, development and adoption of AI in the country.",
PERU,"Peru has drafted legislation around the use of AI, including law 3814, which would promote the use of AI ""in favor of the economic and social development of the country."" The law includes the following principles:
•  Risk-based security standards.
•  Multi-stakeholder approach.
•  Internet governance.
•  Digital society.
•  AI privacy.
Peru also developed a National AI Strategy that aids in the promotion, development and adoption of AI in the country. The first draft includes a roadmap, goals, definitions and external context examples to further develop the strategy.","The first draft includes a roadmap, goals, definitions and external context examples to further develop the strategy.",
SAUDI ARABIA,"Saudi Arabia has a National Strategy on Data and AI, which provides a welcoming, flexible and stable regulatory framework, including incentive schemes, to attract AI companies, investors and talents. According to the strategy, Saudi Arabia aspires to be one of the leading economies utilizing and exporting data and AI after 2030.
It is ready to leverage its ""young and vibrant population"" and ""unique centralized ecosystem."" The country hopes to attract outside investment by hosting global AI events and applying its influence as a tech hub within the Middle East.","Saudi Arabia has a National Strategy on Data and AI, which provides a welcoming, flexible and stable regulatory framework, including incentive schemes, to attract AI companies, investors and talents.",
SAUDI ARABIA,"Saudi Arabia has a National Strategy on Data and AI, which provides a welcoming, flexible and stable regulatory framework, including incentive schemes, to attract AI companies, investors and talents. According to the strategy, Saudi Arabia aspires to be one of the leading economies utilizing and exporting data and AI after 2030.
It is ready to leverage its ""young and vibrant population"" and ""unique centralized ecosystem."" The country hopes to attract outside investment by hosting global AI events and applying its influence as a tech hub within the Middle East.","According to the strategy, Saudi Arabia aspires to be one of the leading economies utilizing and exporting data and AI after 2030.",2030.0
SAUDI ARABIA,"Saudi Arabia has a National Strategy on Data and AI, which provides a welcoming, flexible and stable regulatory framework, including incentive schemes, to attract AI companies, investors and talents. According to the strategy, Saudi Arabia aspires to be one of the leading economies utilizing and exporting data and AI after 2030.
It is ready to leverage its ""young and vibrant population"" and ""unique centralized ecosystem."" The country hopes to attract outside investment by hosting global AI events and applying its influence as a tech hub within the Middle East.","It is ready to leverage its ""young and vibrant population"" and ""unique centralized ecosystem."" The country hopes to attract outside investment by hosting global AI events and applying its influence as a tech hub within the Middle East.",
SINGAPORE,"Singapore, through its Personal Data Protection Commission and AI Verify Foundation, developed voluntary governance frameworks and initiatives for ethical AI deployment, data management and sectoral implementation, including:
•  Model AI Governance Framework for  Generative AI
•  Model AI Governance Framework.
•  National AI Programmes in Government and Finance.
•  Veritas Initiative, an implementation framework for AI governance in the financial sector.
•  AI Verify, a governance testing toolkit.
•  IPOS International, part of the Intellectual Property Office of Singapore that realizes customized IP solutions.
•  Proposed Advisory Guidelines on Use of Personal Data in AI Recommendation and  Decision Systems.
•  Principles to Promote Fairness, Ethics, Accountability and Transparency in the Use of AI and Data Analytics in Singapore's Financial Sector.
•  Implementation and Self-Assessment Guide for Organizations, a companion to the Model AI Governance Framework.",Model AI Governance Framework for  Generative AI,
SINGAPORE,"Singapore, through its Personal Data Protection Commission and AI Verify Foundation, developed voluntary governance frameworks and initiatives for ethical AI deployment, data management and sectoral implementation, including:
•  Model AI Governance Framework for  Generative AI
•  Model AI Governance Framework.
•  National AI Programmes in Government and Finance.
•  Veritas Initiative, an implementation framework for AI governance in the financial sector.
•  AI Verify, a governance testing toolkit.
•  IPOS International, part of the Intellectual Property Office of Singapore that realizes customized IP solutions.
•  Proposed Advisory Guidelines on Use of Personal Data in AI Recommendation and  Decision Systems.
•  Principles to Promote Fairness, Ethics, Accountability and Transparency in the Use of AI and Data Analytics in Singapore's Financial Sector.
•  Implementation and Self-Assessment Guide for Organizations, a companion to the Model AI Governance Framework.",Model AI Governance Framework.,
SINGAPORE,"Singapore, through its Personal Data Protection Commission and AI Verify Foundation, developed voluntary governance frameworks and initiatives for ethical AI deployment, data management and sectoral implementation, including:
•  Model AI Governance Framework for  Generative AI
•  Model AI Governance Framework.
•  National AI Programmes in Government and Finance.
•  Veritas Initiative, an implementation framework for AI governance in the financial sector.
•  AI Verify, a governance testing toolkit.
•  IPOS International, part of the Intellectual Property Office of Singapore that realizes customized IP solutions.
•  Proposed Advisory Guidelines on Use of Personal Data in AI Recommendation and  Decision Systems.
•  Principles to Promote Fairness, Ethics, Accountability and Transparency in the Use of AI and Data Analytics in Singapore's Financial Sector.
•  Implementation and Self-Assessment Guide for Organizations, a companion to the Model AI Governance Framework.",National AI Programmes in Government and Finance.,
SINGAPORE,"Singapore, through its Personal Data Protection Commission and AI Verify Foundation, developed voluntary governance frameworks and initiatives for ethical AI deployment, data management and sectoral implementation, including:
•  Model AI Governance Framework for  Generative AI
•  Model AI Governance Framework.
•  National AI Programmes in Government and Finance.
•  Veritas Initiative, an implementation framework for AI governance in the financial sector.
•  AI Verify, a governance testing toolkit.
•  IPOS International, part of the Intellectual Property Office of Singapore that realizes customized IP solutions.
•  Proposed Advisory Guidelines on Use of Personal Data in AI Recommendation and  Decision Systems.
•  Principles to Promote Fairness, Ethics, Accountability and Transparency in the Use of AI and Data Analytics in Singapore's Financial Sector.
•  Implementation and Self-Assessment Guide for Organizations, a companion to the Model AI Governance Framework.","Veritas Initiative, an implementation framework for AI governance in the financial sector.",
SINGAPORE,"Singapore, through its Personal Data Protection Commission and AI Verify Foundation, developed voluntary governance frameworks and initiatives for ethical AI deployment, data management and sectoral implementation, including:
•  Model AI Governance Framework for  Generative AI
•  Model AI Governance Framework.
•  National AI Programmes in Government and Finance.
•  Veritas Initiative, an implementation framework for AI governance in the financial sector.
•  AI Verify, a governance testing toolkit.
•  IPOS International, part of the Intellectual Property Office of Singapore that realizes customized IP solutions.
•  Proposed Advisory Guidelines on Use of Personal Data in AI Recommendation and  Decision Systems.
•  Principles to Promote Fairness, Ethics, Accountability and Transparency in the Use of AI and Data Analytics in Singapore's Financial Sector.
•  Implementation and Self-Assessment Guide for Organizations, a companion to the Model AI Governance Framework.","AI Verify, a governance testing toolkit.",
SINGAPORE,"Singapore, through its Personal Data Protection Commission and AI Verify Foundation, developed voluntary governance frameworks and initiatives for ethical AI deployment, data management and sectoral implementation, including:
•  Model AI Governance Framework for  Generative AI
•  Model AI Governance Framework.
•  National AI Programmes in Government and Finance.
•  Veritas Initiative, an implementation framework for AI governance in the financial sector.
•  AI Verify, a governance testing toolkit.
•  IPOS International, part of the Intellectual Property Office of Singapore that realizes customized IP solutions.
•  Proposed Advisory Guidelines on Use of Personal Data in AI Recommendation and  Decision Systems.
•  Principles to Promote Fairness, Ethics, Accountability and Transparency in the Use of AI and Data Analytics in Singapore's Financial Sector.
•  Implementation and Self-Assessment Guide for Organizations, a companion to the Model AI Governance Framework.","IPOS International, part of the Intellectual Property Office of Singapore that realizes customized IP solutions.",
SINGAPORE,"Singapore, through its Personal Data Protection Commission and AI Verify Foundation, developed voluntary governance frameworks and initiatives for ethical AI deployment, data management and sectoral implementation, including:
•  Model AI Governance Framework for  Generative AI
•  Model AI Governance Framework.
•  National AI Programmes in Government and Finance.
•  Veritas Initiative, an implementation framework for AI governance in the financial sector.
•  AI Verify, a governance testing toolkit.
•  IPOS International, part of the Intellectual Property Office of Singapore that realizes customized IP solutions.
•  Proposed Advisory Guidelines on Use of Personal Data in AI Recommendation and  Decision Systems.
•  Principles to Promote Fairness, Ethics, Accountability and Transparency in the Use of AI and Data Analytics in Singapore's Financial Sector.
•  Implementation and Self-Assessment Guide for Organizations, a companion to the Model AI Governance Framework.",Proposed Advisory Guidelines on Use of Personal Data in AI Recommendation and  Decision Systems.,
SINGAPORE,"Singapore, through its Personal Data Protection Commission and AI Verify Foundation, developed voluntary governance frameworks and initiatives for ethical AI deployment, data management and sectoral implementation, including:
•  Model AI Governance Framework for  Generative AI
•  Model AI Governance Framework.
•  National AI Programmes in Government and Finance.
•  Veritas Initiative, an implementation framework for AI governance in the financial sector.
•  AI Verify, a governance testing toolkit.
•  IPOS International, part of the Intellectual Property Office of Singapore that realizes customized IP solutions.
•  Proposed Advisory Guidelines on Use of Personal Data in AI Recommendation and  Decision Systems.
•  Principles to Promote Fairness, Ethics, Accountability and Transparency in the Use of AI and Data Analytics in Singapore's Financial Sector.
•  Implementation and Self-Assessment Guide for Organizations, a companion to the Model AI Governance Framework.","Principles to Promote Fairness, Ethics, Accountability and Transparency in the Use of AI and Data Analytics in Singapore's Financial Sector.",
SINGAPORE,"Singapore, through its Personal Data Protection Commission and AI Verify Foundation, developed voluntary governance frameworks and initiatives for ethical AI deployment, data management and sectoral implementation, including:
•  Model AI Governance Framework for  Generative AI
•  Model AI Governance Framework.
•  National AI Programmes in Government and Finance.
•  Veritas Initiative, an implementation framework for AI governance in the financial sector.
•  AI Verify, a governance testing toolkit.
•  IPOS International, part of the Intellectual Property Office of Singapore that realizes customized IP solutions.
•  Proposed Advisory Guidelines on Use of Personal Data in AI Recommendation and  Decision Systems.
•  Principles to Promote Fairness, Ethics, Accountability and Transparency in the Use of AI and Data Analytics in Singapore's Financial Sector.
•  Implementation and Self-Assessment Guide for Organizations, a companion to the Model AI Governance Framework.","Implementation and Self-Assessment Guide for Organizations, a companion to the Model AI Governance Framework.",
SINGAPORE,"Singapore, through its Personal Data Protection Commission and AI Verify Foundation, developed voluntary governance frameworks and initiatives for ethical AI deployment, data management and sectoral implementation, including:
•  Model AI Governance Framework for  Generative AI
•  Model AI Governance Framework.
•  National AI Programmes in Government and Finance.
•  Veritas Initiative, an implementation framework for AI governance in the financial sector.
•  AI Verify, a governance testing toolkit.
•  IPOS International, part of the Intellectual Property Office of Singapore that realizes customized IP solutions.
•  Proposed Advisory Guidelines on Use of Personal Data in AI Recommendation and  Decision Systems.
•  Principles to Promote Fairness, Ethics, Accountability and Transparency in the Use of AI and Data Analytics in Singapore's Financial Sector.
•  Implementation and Self-Assessment Guide for Organizations, a companion to the Model AI Governance Framework.","Singapore, through its Personal Data Protection Commission and AI Verify Foundation, developed voluntary governance frameworks and initiatives for ethical AI deployment, data management and sectoral implementation, including:",
SOUTH KOREA,"South Korea has a comprehensive AI Act in the works to ensure accessibility to AI technology for all developers without government approval, but this requires reliability measures. South Korea is also setting new standards on copyrights of AI- generated content.
South Korea has numerous policy initiatives regarding AI and technology under its National Strategy for AI, including the AI Research and Development Strategy, the Data Industry Activation Strategy, and the System Semiconductor Strategy. The nation intends to leverage its high education level, widespread
acceptance of new technology and preeminent IT infrastructure to implement these initiatives.
Additionally, in August 2023, the Personal Information Protection Commission published guidance for the safe use of personal information in the age of AI.","South Korea has a comprehensive AI Act in the works to ensure accessibility to AI technology for all developers without government approval, but this requires reliability measures.",
SOUTH KOREA,"South Korea has a comprehensive AI Act in the works to ensure accessibility to AI technology for all developers without government approval, but this requires reliability measures. South Korea is also setting new standards on copyrights of AI- generated content.
South Korea has numerous policy initiatives regarding AI and technology under its National Strategy for AI, including the AI Research and Development Strategy, the Data Industry Activation Strategy, and the System Semiconductor Strategy. The nation intends to leverage its high education level, widespread
acceptance of new technology and preeminent IT infrastructure to implement these initiatives.
Additionally, in August 2023, the Personal Information Protection Commission published guidance for the safe use of personal information in the age of AI.","South Korea has numerous policy initiatives regarding AI and technology under its National Strategy for AI, including the AI Research and Development Strategy, the Data Industry Activation Strategy, and the System Semiconductor Strategy.",
SOUTH KOREA,"South Korea has a comprehensive AI Act in the works to ensure accessibility to AI technology for all developers without government approval, but this requires reliability measures. South Korea is also setting new standards on copyrights of AI- generated content.
South Korea has numerous policy initiatives regarding AI and technology under its National Strategy for AI, including the AI Research and Development Strategy, the Data Industry Activation Strategy, and the System Semiconductor Strategy. The nation intends to leverage its high education level, widespread
acceptance of new technology and preeminent IT infrastructure to implement these initiatives.
Additionally, in August 2023, the Personal Information Protection Commission published guidance for the safe use of personal information in the age of AI.","The nation intends to leverage its high education level, widespread
acceptance of new technology and preeminent IT infrastructure to implement these initiatives.",
SOUTH KOREA,"South Korea has a comprehensive AI Act in the works to ensure accessibility to AI technology for all developers without government approval, but this requires reliability measures. South Korea is also setting new standards on copyrights of AI- generated content.
South Korea has numerous policy initiatives regarding AI and technology under its National Strategy for AI, including the AI Research and Development Strategy, the Data Industry Activation Strategy, and the System Semiconductor Strategy. The nation intends to leverage its high education level, widespread
acceptance of new technology and preeminent IT infrastructure to implement these initiatives.
Additionally, in August 2023, the Personal Information Protection Commission published guidance for the safe use of personal information in the age of AI.","Additionally, in August 2023, the Personal Information Protection Commission published guidance for the safe use of personal information in the age of AI.",2023.0
TAIWAN,"Taiwan has embraced a holistic approach to developing an AI environment. The government released a draft of its AI Basic Act, which prioritizes innovation and technological advancement.
The act largely follows a risk-based approach to regulating AI, while also emphasizing data protection, consumer rights and transparency
requirements. The following resources have been issued for policy guidance:
•  National Science and Technology Council's policy discussing AI Innovation.
•  AI Taiwan Action Plan.
•  AI Taiwan Action Plan 2.0.
•  2022 AI-Readiness Assessment Report.",National Science and Technology Council's policy discussing AI Innovation.,
TAIWAN,"Taiwan has embraced a holistic approach to developing an AI environment. The government released a draft of its AI Basic Act, which prioritizes innovation and technological advancement.
The act largely follows a risk-based approach to regulating AI, while also emphasizing data protection, consumer rights and transparency
requirements. The following resources have been issued for policy guidance:
•  National Science and Technology Council's policy discussing AI Innovation.
•  AI Taiwan Action Plan.
•  AI Taiwan Action Plan 2.0.
•  2022 AI-Readiness Assessment Report.",AI Taiwan Action Plan.,
TAIWAN,"Taiwan has embraced a holistic approach to developing an AI environment. The government released a draft of its AI Basic Act, which prioritizes innovation and technological advancement.
The act largely follows a risk-based approach to regulating AI, while also emphasizing data protection, consumer rights and transparency
requirements. The following resources have been issued for policy guidance:
•  National Science and Technology Council's policy discussing AI Innovation.
•  AI Taiwan Action Plan.
•  AI Taiwan Action Plan 2.0.
•  2022 AI-Readiness Assessment Report.",AI Taiwan Action Plan 2.0.,
TAIWAN,"Taiwan has embraced a holistic approach to developing an AI environment. The government released a draft of its AI Basic Act, which prioritizes innovation and technological advancement.
The act largely follows a risk-based approach to regulating AI, while also emphasizing data protection, consumer rights and transparency
requirements. The following resources have been issued for policy guidance:
•  National Science and Technology Council's policy discussing AI Innovation.
•  AI Taiwan Action Plan.
•  AI Taiwan Action Plan 2.0.
•  2022 AI-Readiness Assessment Report.",2022 AI-Readiness Assessment Report.,2022.0
TAIWAN,"Taiwan has embraced a holistic approach to developing an AI environment. The government released a draft of its AI Basic Act, which prioritizes innovation and technological advancement.
The act largely follows a risk-based approach to regulating AI, while also emphasizing data protection, consumer rights and transparency
requirements. The following resources have been issued for policy guidance:
•  National Science and Technology Council's policy discussing AI Innovation.
•  AI Taiwan Action Plan.
•  AI Taiwan Action Plan 2.0.
•  2022 AI-Readiness Assessment Report.",Taiwan has embraced a holistic approach to developing an AI environment.,
TAIWAN,"Taiwan has embraced a holistic approach to developing an AI environment. The government released a draft of its AI Basic Act, which prioritizes innovation and technological advancement.
The act largely follows a risk-based approach to regulating AI, while also emphasizing data protection, consumer rights and transparency
requirements. The following resources have been issued for policy guidance:
•  National Science and Technology Council's policy discussing AI Innovation.
•  AI Taiwan Action Plan.
•  AI Taiwan Action Plan 2.0.
•  2022 AI-Readiness Assessment Report.","The government released a draft of its AI Basic Act, which prioritizes innovation and technological advancement.",
TAIWAN,"Taiwan has embraced a holistic approach to developing an AI environment. The government released a draft of its AI Basic Act, which prioritizes innovation and technological advancement.
The act largely follows a risk-based approach to regulating AI, while also emphasizing data protection, consumer rights and transparency
requirements. The following resources have been issued for policy guidance:
•  National Science and Technology Council's policy discussing AI Innovation.
•  AI Taiwan Action Plan.
•  AI Taiwan Action Plan 2.0.
•  2022 AI-Readiness Assessment Report.","The act largely follows a risk-based approach to regulating AI, while also emphasizing data protection, consumer rights and transparency
requirements.",
TAIWAN,"Taiwan has embraced a holistic approach to developing an AI environment. The government released a draft of its AI Basic Act, which prioritizes innovation and technological advancement.
The act largely follows a risk-based approach to regulating AI, while also emphasizing data protection, consumer rights and transparency
requirements. The following resources have been issued for policy guidance:
•  National Science and Technology Council's policy discussing AI Innovation.
•  AI Taiwan Action Plan.
•  AI Taiwan Action Plan 2.0.
•  2022 AI-Readiness Assessment Report.",The following resources have been issued for policy guidance:,
UNITED ARAB EMIRATES,"In 2017, the UAE became the first country to establish an AI ministry. The nation's Council  for AI and Blockchain will oversee policies that promote an AI-friendly ecosystem, advance AI research and accelerate collaboration between public and private sectors. The UAE is poised to become a hub for AI research, collaboration, innovation and education per its National Strategy for AI. The following resources have been issued for policy guidance:
•  National Program for AI.
•  AI Ethics Principles and Guidelines.
•  Generative AI guide.
•  AI coding license.
•  AI System Ethics Self-Assessment Tool.
•  AI Adoption Guideline in Government Services.
•  The Dubai International Financial Centre's Regulation 10 on Processing Personal Data Through Autonomous and Semi-Autonomous Systems  [IN FORCE].",National Program for AI.,
UNITED ARAB EMIRATES,"In 2017, the UAE became the first country to establish an AI ministry. The nation's Council  for AI and Blockchain will oversee policies that promote an AI-friendly ecosystem, advance AI research and accelerate collaboration between public and private sectors. The UAE is poised to become a hub for AI research, collaboration, innovation and education per its National Strategy for AI. The following resources have been issued for policy guidance:
•  National Program for AI.
•  AI Ethics Principles and Guidelines.
•  Generative AI guide.
•  AI coding license.
•  AI System Ethics Self-Assessment Tool.
•  AI Adoption Guideline in Government Services.
•  The Dubai International Financial Centre's Regulation 10 on Processing Personal Data Through Autonomous and Semi-Autonomous Systems  [IN FORCE].",AI Ethics Principles and Guidelines.,
UNITED ARAB EMIRATES,"In 2017, the UAE became the first country to establish an AI ministry. The nation's Council  for AI and Blockchain will oversee policies that promote an AI-friendly ecosystem, advance AI research and accelerate collaboration between public and private sectors. The UAE is poised to become a hub for AI research, collaboration, innovation and education per its National Strategy for AI. The following resources have been issued for policy guidance:
•  National Program for AI.
•  AI Ethics Principles and Guidelines.
•  Generative AI guide.
•  AI coding license.
•  AI System Ethics Self-Assessment Tool.
•  AI Adoption Guideline in Government Services.
•  The Dubai International Financial Centre's Regulation 10 on Processing Personal Data Through Autonomous and Semi-Autonomous Systems  [IN FORCE].",Generative AI guide.,
UNITED ARAB EMIRATES,"In 2017, the UAE became the first country to establish an AI ministry. The nation's Council  for AI and Blockchain will oversee policies that promote an AI-friendly ecosystem, advance AI research and accelerate collaboration between public and private sectors. The UAE is poised to become a hub for AI research, collaboration, innovation and education per its National Strategy for AI. The following resources have been issued for policy guidance:
•  National Program for AI.
•  AI Ethics Principles and Guidelines.
•  Generative AI guide.
•  AI coding license.
•  AI System Ethics Self-Assessment Tool.
•  AI Adoption Guideline in Government Services.
•  The Dubai International Financial Centre's Regulation 10 on Processing Personal Data Through Autonomous and Semi-Autonomous Systems  [IN FORCE].",AI System Ethics Self-Assessment Tool.,
UNITED ARAB EMIRATES,"In 2017, the UAE became the first country to establish an AI ministry. The nation's Council  for AI and Blockchain will oversee policies that promote an AI-friendly ecosystem, advance AI research and accelerate collaboration between public and private sectors. The UAE is poised to become a hub for AI research, collaboration, innovation and education per its National Strategy for AI. The following resources have been issued for policy guidance:
•  National Program for AI.
•  AI Ethics Principles and Guidelines.
•  Generative AI guide.
•  AI coding license.
•  AI System Ethics Self-Assessment Tool.
•  AI Adoption Guideline in Government Services.
•  The Dubai International Financial Centre's Regulation 10 on Processing Personal Data Through Autonomous and Semi-Autonomous Systems  [IN FORCE].",AI Adoption Guideline in Government Services.,
UNITED ARAB EMIRATES,"In 2017, the UAE became the first country to establish an AI ministry. The nation's Council  for AI and Blockchain will oversee policies that promote an AI-friendly ecosystem, advance AI research and accelerate collaboration between public and private sectors. The UAE is poised to become a hub for AI research, collaboration, innovation and education per its National Strategy for AI. The following resources have been issued for policy guidance:
•  National Program for AI.
•  AI Ethics Principles and Guidelines.
•  Generative AI guide.
•  AI coding license.
•  AI System Ethics Self-Assessment Tool.
•  AI Adoption Guideline in Government Services.
•  The Dubai International Financial Centre's Regulation 10 on Processing Personal Data Through Autonomous and Semi-Autonomous Systems  [IN FORCE].",The Dubai International Financial Centre's Regulation 10 on Processing Personal Data Through Autonomous and Semi-Autonomous Systems  [IN FORCE].,
UNITED ARAB EMIRATES,"In 2017, the UAE became the first country to establish an AI ministry. The nation's Council  for AI and Blockchain will oversee policies that promote an AI-friendly ecosystem, advance AI research and accelerate collaboration between public and private sectors. The UAE is poised to become a hub for AI research, collaboration, innovation and education per its National Strategy for AI. The following resources have been issued for policy guidance:
•  National Program for AI.
•  AI Ethics Principles and Guidelines.
•  Generative AI guide.
•  AI coding license.
•  AI System Ethics Self-Assessment Tool.
•  AI Adoption Guideline in Government Services.
•  The Dubai International Financial Centre's Regulation 10 on Processing Personal Data Through Autonomous and Semi-Autonomous Systems  [IN FORCE].","In 2017, the UAE became the first country to establish an AI ministry.",2017.0
UNITED ARAB EMIRATES,"In 2017, the UAE became the first country to establish an AI ministry. The nation's Council  for AI and Blockchain will oversee policies that promote an AI-friendly ecosystem, advance AI research and accelerate collaboration between public and private sectors. The UAE is poised to become a hub for AI research, collaboration, innovation and education per its National Strategy for AI. The following resources have been issued for policy guidance:
•  National Program for AI.
•  AI Ethics Principles and Guidelines.
•  Generative AI guide.
•  AI coding license.
•  AI System Ethics Self-Assessment Tool.
•  AI Adoption Guideline in Government Services.
•  The Dubai International Financial Centre's Regulation 10 on Processing Personal Data Through Autonomous and Semi-Autonomous Systems  [IN FORCE].","The nation's Council  for AI and Blockchain will oversee policies that promote an AI-friendly ecosystem, advance AI research and accelerate collaboration between public and private sectors.",
